Area_Type,Area_Name,Year,Quarter,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
California - Statewide,California,2019,2nd Qtr,Private,6,111422,Floriculture Production,335,"7,615","7,789","7,651","7,405","75,244,796.00",760
California - Statewide,California,2019,2nd Qtr,Private,5,11194,Hay Farming,353,"2,995","2,805","3,026","3,155","32,469,993.00",834
California - Statewide,California,2019,2nd Qtr,Private,6,112111,Beef Cattle Ranching and Farming,672,"4,057","4,020","4,088","4,063","38,837,787.00",736
California - Statewide,California,2019,2nd Qtr,Private,4,1123,Poultry and Egg Production,149,"2,562","2,581","2,535","2,572","26,850,750.00",806
California - Statewide,California,2019,2nd Qtr,Private,5,11231,Chicken Egg Production,76,"1,559","1,558","1,538","1,582","15,626,803.00",771
California - Statewide,California,2019,2nd Qtr,Private,5,11234,Poultry Hatcheries,24,212,220,209,209,"1,812,600.00",656
California - Statewide,California,2019,2nd Qtr,Private,6,112390,Other Poultry Production,16,242,246,242,238,"2,388,346.00",759
California - Statewide,California,2019,2nd Qtr,Private,5,11242,Goat Farming,23,109,107,109,111,"898,087.00",634
California - Statewide,California,2019,2nd Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,51,311,308,312,315,"3,953,117.00",976
California - Statewide,California,2019,2nd Qtr,Private,6,112512,Shellfish Farming,20,134,135,129,140,"1,256,802.00",718
California - Statewide,California,2019,2nd Qtr,Private,4,1129,Other Animal Production,418,"2,403","2,392","2,422","2,397","26,879,343.00",860
California - Statewide,California,2019,2nd Qtr,Private,4,1131,Timber Tract Operations,16,24,21,26,26,"276,140.00",873
California - Statewide,California,2019,2nd Qtr,Private,5,11311,Timber Tract Operations,16,24,21,26,26,"276,140.00",873
California - Statewide,California,2019,2nd Qtr,Private,6,113110,Timber Tract Operations,16,24,21,26,26,"276,140.00",873
California - Statewide,California,2019,2nd Qtr,Private,6,113310,Logging,263,"1,979","1,533","2,123","2,282","25,810,426.00","1,003.00"
California - Statewide,California,2019,2nd Qtr,Private,5,11411,Fishing,207,372,409,343,366,"3,950,019.00",815
California - Statewide,California,2019,2nd Qtr,Private,6,114111,Finfish Fishing,141,268,294,247,265,"2,853,025.00",817
California - Statewide,California,2019,2nd Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",790,"13,547","12,884","13,841","13,916","145,018,222.00",823
California - Statewide,California,2019,2nd Qtr,Private,5,11531,Support Activities for Forestry,151,"2,079","1,902","2,096","2,241","24,957,428.00",923
California - Statewide,California,2018,1st Qtr,Local Government,3,115,Agriculture & Forestry Support Activity,7,72,69,63,86,"1,015,323.00","1,075.00"
California - Statewide,California,2018,1st Qtr,Private,2,11,"Agriculture, Forestry, Fishing & Hunting","16,313","351,624","344,924","363,928","346,021","2,844,770,277.00",622
California - Statewide,California,2018,1st Qtr,Private,5,11115,Corn Farming,61,260,229,273,279,"2,557,462.00",756
California - Statewide,California,2018,1st Qtr,Private,5,11121,Vegetable and Melon Farming,883,"27,781","27,195","28,327","27,822","266,144,273.00",737
California - Statewide,California,2018,1st Qtr,Private,6,111211,Potato Farming,58,"1,878","1,868","1,994","1,774","13,140,608.00",538
California - Statewide,California,2018,1st Qtr,Private,6,111320,Citrus (except Orange) Groves,212,"1,826","1,871","1,910","1,697","13,862,298.00",584
California - Statewide,California,2018,1st Qtr,Private,6,111333,Strawberry Farming,305,"17,392","14,609","17,066","20,502","94,207,475.00",417
California - Statewide,California,2018,1st Qtr,Private,4,1114,Greenhouse and Nursery Production,982,"25,050","25,049","24,960","25,141","229,322,137.00",704
California - Statewide,California,2018,1st Qtr,Private,5,11142,Nursery and Floriculture Production,814,"20,809","20,888","20,689","20,850","189,974,254.00",702
California - Statewide,California,2018,1st Qtr,Private,6,111940,Hay Farming,360,"2,284","2,185","2,293","2,374","21,270,349.00",716
California - Statewide,California,2018,1st Qtr,Private,5,11199,All Other Crop Farming,542,"3,346","3,149","3,390","3,501","31,048,003.00",714
California - Statewide,California,2018,1st Qtr,Private,4,1121,Cattle Ranching and Farming,"1,797","22,660","22,591","22,681","22,709","217,744,202.00",739
California - Statewide,California,2018,1st Qtr,Private,6,112120,Dairy Cattle and Milk Production,"1,138","17,798","17,744","17,800","17,851","170,376,253.00",736
California - Statewide,California,2018,1st Qtr,Private,5,11221,Hog and Pig Farming,16,137,140,136,135,"1,391,971.00",782
California - Statewide,California,2018,1st Qtr,Private,6,112320,Broiler and Meat Type Chicken Production,18,83,85,81,85,"641,461.00",590
California - Statewide,California,2018,1st Qtr,Private,5,11233,Turkey Production,19,498,503,496,496,"6,826,715.00","1,054.00"
California - Statewide,California,2018,1st Qtr,Private,6,112330,Turkey Production,19,498,503,496,496,"6,826,715.00","1,054.00"
California - Statewide,California,2018,1st Qtr,Private,5,11239,Other Poultry Production,18,232,231,230,237,"2,173,639.00",719
California - Statewide,California,2018,1st Qtr,Private,6,112519,Other Animal Aquaculture,7,46,45,47,46,"592,956.00",992
California - Statewide,California,2018,1st Qtr,Private,4,1111,Oilseed and Grain Farming,634,"2,569","2,391","2,564","2,753","23,167,820.00",694
California - Statewide,California,2018,1st Qtr,Private,6,111130,Dry Pea and Bean Farming,14,507,525,519,477,"4,648,711.00",705
California - Statewide,California,2018,1st Qtr,Private,5,11114,Wheat Farming,38,213,201,212,228,"2,143,302.00",772
California - Statewide,California,2018,1st Qtr,Private,6,111150,Corn Farming,61,260,229,273,279,"2,557,462.00",756
California - Statewide,California,2018,1st Qtr,Private,6,111160,Rice Farming,454,"1,180","1,078","1,190","1,272","10,416,389.00",679
California - Statewide,California,2018,1st Qtr,Private,6,111191,Oilseed and Grain Combination Farming,18,200,155,164,281,"1,602,728.00",616
California - Statewide,California,2018,1st Qtr,Private,5,11131,Orange Groves,208,"1,585","1,521","1,537","1,699","15,002,221.00",728
California - Statewide,California,2018,1st Qtr,Private,6,111332,Grape Vineyards,"1,461","19,842","19,876","21,138","18,514","163,400,130.00",633
California - Statewide,California,2018,1st Qtr,Private,6,111335,Tree Nut Farming,"1,868","16,358","16,725","17,124","15,225","143,626,915.00",675
California - Statewide,California,2018,1st Qtr,Private,6,111336,Fruit and Tree Nut Combination Farming,277,"3,771","3,690","3,872","3,753","31,669,723.00",646
California - Statewide,California,2018,1st Qtr,Private,6,111339,Other Noncitrus Fruit Farming,939,"10,156","10,476","10,368","9,624","78,790,411.00",597
California - Statewide,California,2018,1st Qtr,Private,6,111411,Mushroom Production,34,"2,322","2,303","2,340","2,324","21,836,306.00",723
California - Statewide,California,2018,1st Qtr,Private,6,111421,Nursery and Tree Production,486,"13,360","13,639","13,172","13,271","122,597,490.00",706
California - Statewide,California,2018,1st Qtr,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",659,"4,862","4,847","4,881","4,858","47,367,949.00",749
California - Statewide,California,2018,1st Qtr,Private,6,112112,Cattle Feedlots,34,634,642,634,627,"7,108,198.00",862
California - Statewide,California,2018,1st Qtr,Private,5,11212,Dairy Cattle and Milk Production,"1,138","17,798","17,744","17,800","17,851","170,376,253.00",736
California - Statewide,California,2018,1st Qtr,Private,6,112210,Hog and Pig Farming,16,137,140,136,135,"1,391,971.00",782
California - Statewide,California,2018,1st Qtr,Private,6,112310,Chicken Egg Production,79,"1,478","1,479","1,487","1,468","15,981,434.00",832
California - Statewide,California,2018,1st Qtr,Private,5,11232,Broiler and Meat Type Chicken Production,18,83,85,81,85,"641,461.00",590
California - Statewide,California,2018,1st Qtr,Private,6,112340,Poultry Hatcheries,23,228,226,228,230,"2,123,603.00",716
California - Statewide,California,2018,1st Qtr,Private,4,1124,Sheep and Goat Farming,86,402,402,405,400,"2,965,611.00",567
California - Statewide,California,2018,1st Qtr,Private,5,11241,Sheep Farming,58,263,271,262,257,"1,906,067.00",557
California - Statewide,California,2018,1st Qtr,Private,6,112410,Sheep Farming,58,263,271,262,257,"1,906,067.00",557
California - Statewide,California,2018,1st Qtr,Private,5,11251,Animal Aquaculture,69,493,486,489,505,"5,349,109.00",834
California - Statewide,California,2018,1st Qtr,Private,5,11291,Apiculture,171,"1,078",986,"1,100","1,148","10,246,361.00",731
California - Statewide,California,2018,1st Qtr,Private,6,112990,All Other Animal Production,109,770,763,772,776,"9,238,782.00",923
California - Statewide,California,2018,1st Qtr,Private,5,11321,Forest Nursery/Gathering Forest Products,30,337,344,303,365,"3,199,676.00",730
California - Statewide,California,2018,1st Qtr,Private,5,11331,Logging,236,"1,461","1,515","1,499","1,370","18,629,218.00",981
California - Statewide,California,2018,1st Qtr,Private,4,1141,Fishing,202,469,415,512,482,"12,238,063.00","2,004.00"
California - Statewide,California,2018,1st Qtr,Private,4,1142,Hunting and Trapping,18,52,52,52,53,"388,100.00",570
California - Statewide,California,2018,1st Qtr,Private,5,11421,Hunting and Trapping,18,52,52,52,53,"388,100.00",570
California - Statewide,California,2018,1st Qtr,Private,3,115,Agriculture & Forestry Support Activity,"4,236","180,452","178,025","189,834","173,499","1,360,935,015.00",580
California - Statewide,California,2018,1st Qtr,Private,6,115114,Postharvest Crop Activities,581,"34,444","33,854","34,595","34,884","362,215,305.00",809
California - Statewide,California,2018,1st Qtr,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,333","115,038","113,747","123,272","108,096","703,443,291.00",470
California - Statewide,California,2018,1st Qtr,Private,5,11521,Support Activities for Animal Production,669,"2,860","2,827","2,880","2,874","25,428,850.00",684
California - Statewide,California,2018,1st Qtr,Private,6,115210,Support Activities for Animal Production,669,"2,860","2,827","2,880","2,874","25,428,850.00",684
California - Statewide,California,2018,1st Qtr,Private,4,1153,Support Activities for Forestry,134,"1,456","1,411","1,459","1,499","18,549,939.00",980
California - Statewide,California,2018,1st Qtr,Private,6,115310,Support Activities for Forestry,134,"1,456","1,411","1,459","1,499","18,549,939.00",980
California - Statewide,California,2018,1st Qtr,Private,3,111,Crop Production,"9,071","140,446","136,338","143,279","141,723","1,171,264,568.00",642
California - Statewide,California,2018,1st Qtr,Private,5,11113,Dry Pea and Bean Farming,14,507,525,519,477,"4,648,711.00",705
California - Statewide,California,2018,1st Qtr,Private,4,1112,Vegetable and Melon Farming,883,"27,781","27,195","28,327","27,822","266,144,273.00",737
California - Statewide,California,2018,1st Qtr,Private,6,111219,Other Vegetable and Melon Farming,825,"25,902","25,327","26,333","26,048","253,003,665.00",751
California - Statewide,California,2018,1st Qtr,Private,6,111310,Orange Groves,208,"1,585","1,521","1,537","1,699","15,002,221.00",728
California - Statewide,California,2018,1st Qtr,Private,5,11132,Citrus (except Orange) Groves,212,"1,826","1,871","1,910","1,697","13,862,298.00",584
California - Statewide,California,2018,1st Qtr,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,031","74,190","71,321","76,468","74,783","552,050,151.00",572
California - Statewide,California,2018,1st Qtr,Private,6,111331,Apple Orchards,74,407,448,423,352,"2,478,889.00",468
California - Statewide,California,2018,1st Qtr,Private,6,111334,Berry (except Strawberry) Farming,107,"6,262","5,497","6,477","6,813","37,876,608.00",465
California - Statewide,California,2018,1st Qtr,Private,5,11141,Food Crops Grown Under Cover,168,"4,241","4,161","4,271","4,291","39,347,883.00",714
California - Statewide,California,2018,1st Qtr,Private,6,111422,Floriculture Production,328,"7,448","7,249","7,517","7,579","67,376,764.00",696
California - Statewide,California,2018,1st Qtr,Private,5,11194,Hay Farming,360,"2,284","2,185","2,293","2,374","21,270,349.00",716
California - Statewide,California,2018,1st Qtr,Private,6,112111,Beef Cattle Ranching and Farming,625,"4,227","4,205","4,247","4,231","40,259,751.00",733
California - Statewide,California,2018,1st Qtr,Private,4,1123,Poultry and Egg Production,157,"2,520","2,524","2,522","2,516","27,746,852.00",847
California - Statewide,California,2018,1st Qtr,Private,5,11231,Chicken Egg Production,79,"1,478","1,479","1,487","1,468","15,981,434.00",832
California - Statewide,California,2018,1st Qtr,Private,5,11234,Poultry Hatcheries,23,228,226,228,230,"2,123,603.00",716
California - Statewide,California,2018,1st Qtr,Private,6,112390,Other Poultry Production,18,232,231,230,237,"2,173,639.00",719
California - Statewide,California,2018,1st Qtr,Private,5,11242,Goat Farming,28,139,131,143,143,"1,059,544.00",586
California - Statewide,California,2018,1st Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,44,302,298,299,310,"3,335,276.00",849
California - Statewide,California,2018,1st Qtr,Private,6,112512,Shellfish Farming,18,145,143,143,149,"1,420,877.00",754
California - Statewide,California,2018,1st Qtr,Private,4,1129,Other Animal Production,381,"2,173","2,074","2,198","2,247","22,792,911.00",807
California - Statewide,California,2018,1st Qtr,Private,4,1131,Timber Tract Operations,14,17,18,18,17,"124,981.00",544
California - Statewide,California,2018,1st Qtr,Private,5,11311,Timber Tract Operations,14,17,18,18,17,"124,981.00",544
California - Statewide,California,2018,1st Qtr,Private,6,113110,Timber Tract Operations,14,17,18,18,17,"124,981.00",544
California - Statewide,California,2018,1st Qtr,Private,6,113310,Logging,236,"1,461","1,515","1,499","1,370","18,629,218.00",981
California - Statewide,California,2018,1st Qtr,Private,5,11411,Fishing,202,469,415,512,482,"12,238,063.00","2,004.00"
California - Statewide,California,2018,1st Qtr,Private,6,114111,Finfish Fishing,138,342,314,371,341,"8,797,572.00","1,979.00"
California - Statewide,California,2018,1st Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",748,"10,539","10,278","10,759","10,581","97,878,809.00",714
California - Statewide,California,2018,1st Qtr,Private,5,11531,Support Activities for Forestry,134,"1,456","1,411","1,459","1,499","18,549,939.00",980
California - Statewide,California,2018,1st Qtr,Private,6,112910,Apiculture,171,"1,078",986,"1,100","1,148","10,246,361.00",731
California - Statewide,California,2018,1st Qtr,Private,6,113210,Forest Nursery/Gathering Forest Products,30,337,344,303,365,"3,199,676.00",730
California - Statewide,California,2018,1st Qtr,Private,4,1133,Logging,236,"1,461","1,515","1,499","1,370","18,629,218.00",981
California - Statewide,California,2018,1st Qtr,Private,3,114,"Fishing, Hunting and Trapping",220,522,467,564,535,"12,626,163.00","1,861.00"
California - Statewide,California,2018,1st Qtr,Private,6,114210,Hunting and Trapping,18,52,52,52,53,"388,100.00",570
California - Statewide,California,2018,1st Qtr,Private,5,11511,Support Activities for Crop Production,"3,433","176,136","173,787","185,495","169,126","1,316,956,226.00",575
California - Statewide,California,2018,1st Qtr,Private,6,115111,Cotton Ginning,20,251,326,224,204,"3,414,196.00","1,045.00"
California - Statewide,California,2018,1st Qtr,Private,6,115113,"Crop Harvesting, Primarily by Machine",293,"5,492","5,736","5,498","5,242","46,234,856.00",648
California - Statewide,California,2018,1st Qtr,Private,6,111140,Wheat Farming,38,213,201,212,228,"2,143,302.00",772
