Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield (Unit/Acre), Production, Price (Dollars/Unit), Unit, Value (Dollars)
2020,501199,MILK MARKET FLUID ,103,Tehama ,  ,  ,390000,19.6,Cwt ,7644000
2020,501199,MILK MARKET FLUID ,999, State Totals,,  ,1783000,27.93,Cwt ,158172000
2020,398699,MINT ,49,Modoc ,2060,0.04,87,44252.87,Tons ,3850000
2020,398699,MINT ,93,Siskiyou ,265,0.04,11,45090.91,Tons ,496000
2020,398699,MINT ,999, State Totals,2325,0.04,98,44346.94,Tons ,4346000
2020,355999,MUSHROOMS ,53,Monterey ,115,168.7,19400,3909.33,Tons ,75841000
2020,355999,MUSHROOMS ,85,Santa Clara ,136,126.47,17200,4409.53,Tons ,75844000
2020,355999,MUSHROOMS ,999, State Totals,251,145.82,36600,4144.4,Tons ,151685000
2020,356999,MUSTARD ,991,Sum of Others ,  ,  ,  ,  ,,651
2020,356999,MUSTARD ,999, State Totals,,  ,,  ,    ,651
2020,218199,NECTARINES ,13,Contra Costa ,30,2.6,78,3576.92,Tons ,279000
2020,218199,NECTARINES ,19,Fresno ,10500,9.52,100000,1579,Tons ,157900000
2020,218199,NECTARINES ,31,Kings ,1190,11.18,13300,1413.31,Tons ,18797000
2020,218199,NECTARINES ,93,Siskiyou ,1,  ,  ,  ,  ,15000
2020,218199,NECTARINES ,107,Tulare ,8780,7.08,62200,1300,Tons ,80860000
2020,218199,NECTARINES ,999, State Totals,20501,8.56,175578,1468.5,Tons ,257851000
2020,864999,NURSERY PLANTS BEDDING ,63,Plumas ,3,  ,  ,  ,  ,18200
2020,864999,NURSERY PLANTS BEDDING ,71,San Bernardino ,17,  ,  ,  ,  ,779000
2020,864999,NURSERY PLANTS BEDDING ,77,San Joaquin ,  ,  ,  ,  ,  ,5085000
2020,864999,NURSERY PLANTS BEDDING ,81,San Mateo ,12,  ,  ,  ,  ,5619000
2020,864999,NURSERY PLANTS BEDDING ,85,Santa Clara ,102,  ,  ,  ,  ,23462000
2020,864999,NURSERY PLANTS BEDDING ,97,Sonoma ,  ,  ,  ,  ,  ,7745000
2020,864999,NURSERY PLANTS BEDDING ,991,Sum of Others ,13,  ,  ,  ,  ,4745000
2020,864999,NURSERY PLANTS BEDDING ,999, State Totals,147,  ,,,,47453200
2020,866559,NURSERY PLANTS ORCHID ,83,Santa Barbara ,18,  ,,,,28861000
2020,866559,NURSERY PLANTS ORCHID ,999, State Totals,18,  ,,,,28861000
2020,866999,NURSERY PLANTS POTTED UNSPECIFIED ,77,San Joaquin ,  ,  ,,,,9405000
2020,866999,NURSERY PLANTS POTTED UNSPECIFIED ,81,San Mateo ,43,  ,,,,36838000
2020,866999,NURSERY PLANTS POTTED UNSPECIFIED ,111,Ventura ,80,  ,,,,13756000
2020,866999,NURSERY PLANTS POTTED UNSPECIFIED ,991,Sum of Others ,100,  ,,,,8007000
2020,866999,NURSERY PLANTS POTTED UNSPECIFIED ,999, State Totals,223,  ,,,,68006000
2020,864663,NURSERY PLANTS ROSE ,29,Kern ,560,  ,,,,20537000
2020,864663,NURSERY PLANTS ROSE ,999, State Totals,560,  ,,,,20537000
2020,825379,NURSERY PLANTS STRAWBERRY ,93,Siskiyou ,2460,  ,,,,142806000
2020,825379,NURSERY PLANTS STRAWBERRY ,999, State Totals,2460,  ,,,,142806000
2020,834999,NURSERY PLANTS VEGETABLE BEDDING ,53,Monterey ,37,  ,,,,72624000
2020,834999,NURSERY PLANTS VEGETABLE BEDDING ,77,San Joaquin ,  ,  ,,,,10555000
2020,834999,NURSERY PLANTS VEGETABLE BEDDING ,79,San Luis Obispo ,71,  ,,,,33305000
2020,834999,NURSERY PLANTS VEGETABLE BEDDING ,111,Ventura ,149,  ,,,,17625000
2020,834999,NURSERY PLANTS VEGETABLE BEDDING ,115,Yuba ,52,  ,,,,3911000
2020,834999,NURSERY PLANTS VEGETABLE BEDDING ,991,Sum of Others ,92,  ,,,,35436000
2020,834999,NURSERY PLANTS VEGETABLE BEDDING ,999, State Totals,401,  ,,,,173456000
2020,899999,NURSERY PRODUCTS MISC,1,Alameda ,60,  ,,,,732000
2020,899999,NURSERY PRODUCTS MISC,5,Amador ,  ,  ,,,,202000
2020,899999,NURSERY PRODUCTS MISC,7,Butte ,192,  ,,,,16818000
2020,899999,NURSERY PRODUCTS MISC,9,Calaveras ,36,  ,,,,325000
2020,899999,NURSERY PRODUCTS MISC,13,Contra Costa ,16,  ,,,,10561000
2020,899999,NURSERY PRODUCTS MISC,17,El Dorado ,  ,  ,,,,2329000
2020,899999,NURSERY PRODUCTS MISC,19,Fresno ,  ,  ,,,,23750000
2020,899999,NURSERY PRODUCTS MISC,25,Imperial ,509,  ,,,,8000000
2020,899999,NURSERY PRODUCTS MISC,27,Inyo ,221,  ,,,,3908000
2020,899999,NURSERY PRODUCTS MISC,33,Lake ,50,  ,,,,1072000
2020,899999,NURSERY PRODUCTS MISC,39,Madera ,260,  ,,,,27874000
2020,899999,NURSERY PRODUCTS MISC,41,Marin ,7,  ,,,,365000
2020,899999,NURSERY PRODUCTS MISC,43,Mariposa ,  ,  ,,,,61000
2020,899999,NURSERY PRODUCTS MISC,45,Mendocino ,24,  ,,,,1825000
2020,899999,NURSERY PRODUCTS MISC,47,Merced ,1510,  ,,,,75109000
2020,899999,NURSERY PRODUCTS MISC,49,Modoc ,  ,  ,,,,400000
2020,899999,NURSERY PRODUCTS MISC,51,Mono ,1,  ,,,,20000
2020,899999,NURSERY PRODUCTS MISC,53,Monterey ,349,  ,,,,43669000
2020,899999,NURSERY PRODUCTS MISC,55,Napa ,4,  ,,,,313000
2020,899999,NURSERY PRODUCTS MISC,57,Nevada ,5,  ,,,,480000
2020,899999,NURSERY PRODUCTS MISC,59,Orange ,22,  ,,,,9269000
2020,899999,NURSERY PRODUCTS MISC,61,Placer ,  ,  ,,,,5537000
2020,899999,NURSERY PRODUCTS MISC,65,Riverside ,152,  ,,,,2288000
2020,899999,NURSERY PRODUCTS MISC,67,Sacramento ,545,  ,,,,27260000
2020,899999,NURSERY PRODUCTS MISC,69,San Benito ,135,  ,,,,6297000
2020,899999,NURSERY PRODUCTS MISC,71,San Bernardino ,36,  ,,,,669000
2020,899999,NURSERY PRODUCTS MISC,73,San Diego ,2800,  ,,,,447078000
2020,899999,NURSERY PRODUCTS MISC,77,San Joaquin ,  ,  ,,,,37419000
2020,899999,NURSERY PRODUCTS MISC,79,San Luis Obispo ,58,  ,,,,15216000
2020,899999,NURSERY PRODUCTS MISC,81,San Mateo ,77,  ,,,,10275000
2020,899999,NURSERY PRODUCTS MISC,83,Santa Barbara ,46,  ,,,,8396000
2020,899999,NURSERY PRODUCTS MISC,85,Santa Clara ,241,  ,,,,22454000
2020,899999,NURSERY PRODUCTS MISC,87,Santa Cruz ,549,  ,,,,108146000
2020,899999,NURSERY PRODUCTS MISC,89,Shasta ,  ,  ,,,,6953000
2020,899999,NURSERY PRODUCTS MISC,93,Siskiyou ,  ,  ,,,,7000000
2020,899999,NURSERY PRODUCTS MISC,95,Solano ,1240,  ,,,,37115000
2020,899999,NURSERY PRODUCTS MISC,97,Sonoma ,  ,  ,,,,15032000
2020,899999,NURSERY PRODUCTS MISC,99,Stanislaus ,299,  ,,,,19104000
2020,899999,NURSERY PRODUCTS MISC,101,Sutter ,5,  ,,,,2300
2020,899999,NURSERY PRODUCTS MISC,103,Tehama ,  ,  ,,,,16954000
2020,899999,NURSERY PRODUCTS MISC,107,Tulare ,  ,  ,,,,7814000
2020,899999,NURSERY PRODUCTS MISC,109,Tuolumne ,  ,  ,,,,529000
2020,899999,NURSERY PRODUCTS MISC,111,Ventura ,948,  ,,,,46821000
2020,899999,NURSERY PRODUCTS MISC,113,Yolo ,85,  ,,,,10446000
2020,899999,NURSERY PRODUCTS MISC,991,Sum of Others ,339,  ,,,,14989000
2020,899999,NURSERY PRODUCTS MISC,999, State Totals,10821,  ,,,,1100876300
2020,862480,NURSERY BULBS LILY ,991,Sum of Others ,3,  ,,,,818000
2020,862480,NURSERY BULBS LILY ,999, State Totals,3,  ,,,,818000
2020,863999,NURSERY FLOWER PROPAGATIVE MATERIALS ,29,Kern ,  ,  ,,,,3365000
2020,863999,NURSERY FLOWER PROPAGATIVE MATERIALS ,111,Ventura ,17,  ,,,,4226000
2020,863999,NURSERY FLOWER PROPAGATIVE MATERIALS ,999, State Totals,17,  ,,,,7591000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,29,Kern ,780,  ,,,,94730000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,73,San Diego ,252,  ,  ,  ,  ,27435000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,77,San Joaquin ,  ,  ,  ,  ,  ,12972000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,93,Siskiyou ,  ,  ,  ,  ,  ,8180000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,95,Solano ,53,  ,  ,  ,  ,351000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,99,Stanislaus ,670,  ,  ,  ,  ,163123000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,101,Sutter ,476,  ,  ,  ,  ,43107000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,107,Tulare ,  ,  ,  ,  ,  ,40041000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,111,Ventura ,274,  ,  ,  ,  ,26017000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,113,Yolo ,300,  ,  ,  ,  ,14819000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,991,Sum of Others ,987,  ,  ,  ,  ,66473000
2020,824999,NURSERY FRUIT/VINE/NUT NON-BEARING ,999, State Totals,3792,  ,,  ,    ,497248000
2020,894999,NURSERY HERBACIOUS PERERNNIALS ,19,Fresno ,  ,  ,,  ,  ,7088000
2020,894999,NURSERY HERBACIOUS PERERNNIALS ,29,Kern ,  ,  ,,  ,  ,702000
2020,894999,NURSERY HERBACIOUS PERERNNIALS ,71,San Bernardino ,46,  ,,  ,  ,7419000
2020,894999,NURSERY HERBACIOUS PERERNNIALS ,85,Santa Clara ,57,  ,,  ,  ,11396000
2020,894999,NURSERY HERBACIOUS PERERNNIALS ,111,Ventura ,101,  ,,  ,  ,13264000
2020,894999,NURSERY HERBACIOUS PERERNNIALS ,999, State Totals,204,  ,,  ,    ,39869000
2020,892999,NURSERY TURF ,29,Kern ,524,  ,,  ,  ,9637000
2020,892999,NURSERY TURF ,65,Riverside ,2120,  ,,  ,  ,30800000
2020,892999,NURSERY TURF ,71,San Bernardino ,562,  ,,  ,  ,12427000
2020,892999,NURSERY TURF ,999, State Totals,3206,  ,,  ,    ,52864000
2020,895999,NURSERY WOODY ORNAMENTALS ,19,Fresno ,  ,  ,,  ,  ,8363000
2020,895999,NURSERY WOODY ORNAMENTALS ,29,Kern ,87,  ,,  ,  ,992000
2020,895999,NURSERY WOODY ORNAMENTALS ,59,Orange ,469,  ,,  ,  ,37824000
2020,895999,NURSERY WOODY ORNAMENTALS ,65,Riverside ,3350,  ,,  ,  ,214578000
2020,895999,NURSERY WOODY ORNAMENTALS ,73,San Diego ,4950,  ,,  ,  ,432040000
2020,895999,NURSERY WOODY ORNAMENTALS ,77,San Joaquin ,  ,  ,,  ,  ,51770000
2020,895999,NURSERY WOODY ORNAMENTALS ,79,San Luis Obispo ,48,  ,,  ,  ,6078000
2020,895999,NURSERY WOODY ORNAMENTALS ,85,Santa Clara ,324,  ,,  ,  ,34408000
2020,895999,NURSERY WOODY ORNAMENTALS ,97,Sonoma ,  ,  ,,  ,  ,19478000
2020,895999,NURSERY WOODY ORNAMENTALS ,99,Stanislaus ,510,  ,,  ,  ,28519000
2020,895999,NURSERY WOODY ORNAMENTALS ,107,Tulare ,  ,  ,,  ,  ,60842000
2020,895999,NURSERY WOODY ORNAMENTALS ,111,Ventura ,1690,  ,,  ,  ,71426000
2020,895999,NURSERY WOODY ORNAMENTALS ,991,Sum of Others ,3,  ,,  ,  ,3422000
2020,895999,NURSERY WOODY ORNAMENTALS ,999, State Totals,11431,  ,,  ,    ,969740000
2020,112999,OATS GRAIN ,21,Glenn ,3330,3.24,10800,141.3,Tons ,1526000
2020,112999,OATS GRAIN ,65,Riverside ,861,1.95,1680,214.29,Tons ,360000
2020,112999,OATS GRAIN ,93,Siskiyou ,671,2.76,1850,211.35,Tons ,391000
2020,112999,OATS GRAIN ,97,Sonoma ,510,1.01,516,346.9,Tons ,179000
2020,112999,OATS GRAIN ,999, State Totals,5372,2.76,14846,165.43,Tons ,2456000
2020,357999,OKRA ,65,Riverside ,759,7.4,5620,1279.18,Tons ,7189000
2020,357999,OKRA ,999, State Totals,759,7.4,5620,1279.18,Tons ,7189000
2020,226999,OLIVES ,7,Butte ,758,2.99,2270,761.23,Tons ,1728000
2020,226999,OLIVES ,9,Calaveras ,80,0.1,8,1325,Tons ,10600
2020,226999,OLIVES ,11,Colusa ,294,4.12,1210,747.93,Tons ,905000
2020,226999,OLIVES ,13,Contra Costa ,293,2.72,796,1046.48,Tons ,833000
2020,226999,OLIVES ,17,El Dorado ,62,  ,  ,  ,  ,47400
2020,226999,OLIVES ,21,Glenn ,8280,4.52,37400,924.79,Tons ,34587000
2020,226999,OLIVES ,39,Madera ,540,2.85,1540,916.23,Tons ,1411000
2020,226999,OLIVES ,55,Napa ,48,0.85,41,2829.27,Tons ,116000
2020,226999,OLIVES ,69,San Benito ,174,1.6,278,676.26,Tons ,188000
2020,226999,OLIVES ,77,San Joaquin ,5190,4.72,24500,795.71,Tons ,19495000
2020,226999,OLIVES ,95,Solano ,288,1.15,332,3942.77,Tons ,1309000
2020,226999,OLIVES ,97,Sonoma ,386,  ,  ,  ,  ,523000
2020,226999,OLIVES ,101,Sutter ,939,0.69,648,617.28,Tons ,400000
2020,226999,OLIVES ,103,Tehama ,8550,2.19,18700,956.68,Tons ,17890000
2020,226999,OLIVES ,107,Tulare ,8230,3.2,26300,1340,Tons ,35242000
2020,226999,OLIVES ,113,Yolo ,6000,3.87,23200,720,Tons ,16704000
2020,226999,OLIVES ,999, State Totals,40112,3.46,137223,953.33,Tons ,131389000
2020,358999,ONIONS ,19,Fresno ,16700,18.98,317000,437,Tons ,138529000
2020,358999,ONIONS ,25,Imperial ,12500,27.76,347000,171.4,Tons ,59477000
2020,358999,ONIONS ,29,Kern ,7370,  ,  ,  ,Tons ,49750000
2020,358999,ONIONS ,49,Modoc ,1860,23.76,44200,164.93,Tons ,7290000
2020,358999,ONIONS ,53,Monterey ,2320,27.93,64800,555,Tons ,35964000
2020,358999,ONIONS ,59,Orange ,8,1.38,11,1809.09,Tons ,19900
2020,358999,ONIONS ,65,Riverside ,5810,18.07,105000,200.98,Tons ,21103000
2020,358999,ONIONS ,71,San Bernardino ,34,18.06,614,568.4,Tons ,349000
2020,358999,ONIONS ,77,San Joaquin ,1960,23.67,46400,258.6,Tons ,11999000
2020,358999,ONIONS ,85,Santa Clara ,40,18.6,744,403.23,Tons ,300000
2020,358999,ONIONS ,93,Siskiyou ,2650,28.75,76200,174.97,Tons ,13333000
2020,358999,ONIONS ,999, State Totals,51252,22.83,1001969,287.8,Tons ,338113900
2020,201119,ORANGES NAVEL ,19,Fresno ,27500,17.27,475000,595.06,Tons ,282653000
2020,201119,ORANGES NAVEL ,29,Kern ,29100,18.63,542000,788.45,Tons ,427339000
2020,201119,ORANGES NAVEL ,65,Riverside ,1350,14,18900,393.54,Tons ,7438000
2020,201119,ORANGES NAVEL ,71,San Bernardino ,798,8.56,6830,1486.38,Tons ,10152000
2020,201119,ORANGES NAVEL ,107,Tulare ,74700,22.09,1650000,526.4,Tons ,868566000
2020,201119,ORANGES NAVEL ,111,Ventura ,498,17.37,8650,389.94,Tons ,3373000
2020,201119,ORANGES NAVEL ,999, State Totals,133946,20.17,2701380,592.11,Tons ,1599521000
2020,201999,ORANGES UNSPECIFIED ,39,Madera ,2400,13.46,32300,515.08,Tons ,16637000
2020,201999,ORANGES UNSPECIFIED ,73,San Diego ,4400,13.68,60200,596.93,Tons ,35935000
2020,201999,ORANGES UNSPECIFIED ,999, State Totals,6800,13.6,92500,568.35,Tons ,52572000
2020,201519,ORANGES VALENCIA ,19,Fresno ,2510,21.39,53700,419.94,Tons ,22551000
2020,201519,ORANGES VALENCIA ,29,Kern ,4290,19.42,83300,889.21,Tons ,74071000
2020,201519,ORANGES VALENCIA ,65,Riverside ,900,10,9000,442,Tons ,3978000
2020,201519,ORANGES VALENCIA ,71,San Bernardino ,431,11.14,4800,515.42,Tons ,2474000
2020,201519,ORANGES VALENCIA ,107,Tulare ,13700,23.58,323000,599.66,Tons ,193691000
2020,201519,ORANGES VALENCIA ,111,Ventura ,2170,16.36,35500,537.32,Tons ,19075000
2020,201519,ORANGES VALENCIA ,999, State Totals,24001,21.22,509300,620.15,Tons ,315840000
2020,359999,PARSLEY ,53,Monterey ,120,10,1200,1240,Tons ,1488000
2020,359999,PARSLEY ,111,Ventura ,731,26.54,19400,945.46,Tons ,18342000
2020,359999,PARSLEY ,999, State Totals,851,24.21,20600,962.62,Tons ,19830000
2020,194799,PASTURE FORAGE MISC,25,Imperial ,31000,  ,  ,  ,  ,1223000
2020,194799,PASTURE FORAGE MISC,45,Mendocino ,363000,  ,  ,  ,  ,6480000
2020,194799,PASTURE FORAGE MISC,47,Merced ,3950,  ,  ,  ,  ,41000
2020,194799,PASTURE FORAGE MISC,103,Tehama ,4210,  ,  ,  ,  ,36800
2020,194799,PASTURE FORAGE MISC,107,Tulare ,53500,  ,  ,  ,  ,2140000
2020,194799,PASTURE FORAGE MISC,991,Sum of Others ,1476,  ,  ,  ,,1324900
2020,194799,PASTURE FORAGE MISC,999, State Totals,457136,  ,,  ,    ,11245700
2020,194599,PASTURE IRRIGATED ,3,Alpine ,2900,  ,  ,  ,  ,537000
2020,194599,PASTURE IRRIGATED ,5,Amador ,2350,  ,  ,  ,  ,235000
2020,194599,PASTURE IRRIGATED ,7,Butte ,11000,  ,  ,  ,  ,1650000
2020,194599,PASTURE IRRIGATED ,9,Calaveras ,1280,  ,  ,  ,  ,240000
2020,194599,PASTURE IRRIGATED ,11,Colusa ,1200,  ,  ,  ,  ,210000
2020,194599,PASTURE IRRIGATED ,13,Contra Costa ,5450,  ,  ,  ,  ,1646000
2020,194599,PASTURE IRRIGATED ,17,El Dorado ,1580,  ,  ,  ,  ,281000
2020,194599,PASTURE IRRIGATED ,21,Glenn ,9210,  ,  ,  ,  ,2440000
2020,194599,PASTURE IRRIGATED ,27,Inyo ,14000,  ,  ,  ,  ,980000
2020,194599,PASTURE IRRIGATED ,33,Lake ,500,  ,  ,  ,  ,50000
2020,194599,PASTURE IRRIGATED ,39,Madera ,510,  ,  ,  ,  ,61000
2020,194599,PASTURE IRRIGATED ,45,Mendocino ,3500,  ,  ,  ,  ,1008000
2020,194599,PASTURE IRRIGATED ,47,Merced ,16700,  ,  ,  ,  ,2699000
2020,194599,PASTURE IRRIGATED ,49,Modoc ,24800,  ,  ,  ,  ,10000000
2020,194599,PASTURE IRRIGATED ,51,Mono ,20500,  ,  ,  ,  ,1517000
2020,194599,PASTURE IRRIGATED ,57,Nevada ,10000,  ,  ,  ,  ,1800000
2020,194599,PASTURE IRRIGATED ,61,Placer ,17600,  ,  ,  ,  ,2144000
2020,194599,PASTURE IRRIGATED ,63,Plumas ,18300,  ,  ,  ,  ,3300000
2020,194599,PASTURE IRRIGATED ,65,Riverside ,1410,  ,  ,  ,  ,184000
2020,194599,PASTURE IRRIGATED ,67,Sacramento ,16800,  ,  ,  ,  ,4704000
2020,194599,PASTURE IRRIGATED ,69,San Benito ,200,  ,  ,  ,  ,66000
2020,194599,PASTURE IRRIGATED ,71,San Bernardino ,240,  ,  ,  ,  ,420000
2020,194599,PASTURE IRRIGATED ,73,San Diego ,739,  ,  ,  ,  ,1473000
2020,194599,PASTURE IRRIGATED ,77,San Joaquin ,14500,  ,  ,  ,  ,3263000
2020,194599,PASTURE IRRIGATED ,81,San Mateo ,257,  ,  ,  ,  ,40300
2020,194599,PASTURE IRRIGATED ,83,Santa Barbara ,2700,  ,  ,  ,  ,651000
2020,194599,PASTURE IRRIGATED ,89,Shasta ,28000,  ,  ,  ,  ,3920000
2020,194599,PASTURE IRRIGATED ,91,Sierra ,10200,  ,  ,  ,  ,1835000
2020,194599,PASTURE IRRIGATED ,93,Siskiyou ,236000,  ,  ,  ,  ,11821000
2020,194599,PASTURE IRRIGATED ,95,Solano ,18300,  ,  ,  ,  ,2130000
2020,194599,PASTURE IRRIGATED ,97,Sonoma ,6870,  ,  ,  ,  ,612000
2020,194599,PASTURE IRRIGATED ,99,Stanislaus ,23100,  ,  ,  ,  ,6733000
2020,194599,PASTURE IRRIGATED ,101,Sutter ,9100,  ,  ,  ,  ,1638000
2020,194599,PASTURE IRRIGATED ,103,Tehama ,17600,  ,  ,  ,  ,3960000
2020,194599,PASTURE IRRIGATED ,107,Tulare ,111000,  ,  ,  ,  ,32967000
2020,194599,PASTURE IRRIGATED ,109,Tuolumne ,854,  ,  ,  ,,145000
2020,194599,PASTURE IRRIGATED ,113,Yolo ,6700,  ,  ,  ,  ,931000
2020,194599,PASTURE IRRIGATED ,115,Yuba ,8760,  ,  ,  ,  ,1576000
2020,194599,PASTURE IRRIGATED ,999, State Totals,674710,  ,,  ,    ,109867300
2020,194699,PASTURE RANGE ,1,Alameda ,135000,  ,  ,  ,  ,3675000
2020,194699,PASTURE RANGE ,3,Alpine ,133000,  ,  ,  ,  ,3325000
2020,194699,PASTURE RANGE ,5,Amador ,157000,  ,  ,  ,  ,3136000
2020,194699,PASTURE RANGE ,7,Butte ,160000,  ,  ,  ,  ,2400000
2020,194699,PASTURE RANGE ,9,Calaveras ,138000,  ,  ,  ,  ,2344000
2020,194699,PASTURE RANGE ,11,Colusa ,180000,  ,  ,  ,  ,4140000
2020,194699,PASTURE RANGE ,13,Contra Costa ,148000,  ,  ,  ,  ,3108000
2020,194699,PASTURE RANGE ,17,El Dorado ,233000,  ,  ,  ,  ,5825000
2020,194699,PASTURE RANGE ,21,Glenn ,224000,  ,  ,  ,  ,2804000
2020,194699,PASTURE RANGE ,27,Inyo ,1150000,  ,  ,  ,  ,1279000
2020,194699,PASTURE RANGE ,31,Kings ,333000,  ,  ,  ,  ,4264000
2020,194699,PASTURE RANGE ,33,Lake ,90000,  ,  ,  ,  ,765000
2020,194699,PASTURE RANGE ,39,Madera ,387000,  ,  ,  ,  ,9675000
2020,194699,PASTURE RANGE ,41,Marin ,154000,  ,  ,  ,  ,12628000
2020,194699,PASTURE RANGE ,43,Mariposa ,403000,  ,  ,  ,  ,7896000
2020,194699,PASTURE RANGE ,45,Mendocino ,355000,  ,  ,  ,  ,3728000
2020,194699,PASTURE RANGE ,47,Merced ,551000,  ,  ,  ,  ,16810000
2020,194699,PASTURE RANGE ,49,Modoc ,500000,  ,  ,  ,  ,1810000
2020,194699,PASTURE RANGE ,51,Mono ,1078000,  ,  ,  ,  ,1542000
2020,194699,PASTURE RANGE ,53,Monterey ,1059000,  ,  ,  ,  ,20112000
2020,194699,PASTURE RANGE ,55,Napa ,65000,  ,  ,  ,  ,276000
2020,194699,PASTURE RANGE ,57,Nevada ,95000,  ,  ,  ,  ,1900000
2020,194699,PASTURE RANGE ,61,Placer ,129000,  ,  ,  ,  ,1931000
2020,194699,PASTURE RANGE ,63,Plumas ,94800,  ,  ,  ,  ,1896000
2020,194699,PASTURE RANGE ,65,Riverside ,10000,  ,  ,  ,  ,12000
2020,194699,PASTURE RANGE ,67,Sacramento ,57900,  ,  ,  ,  ,2025000
2020,194699,PASTURE RANGE ,69,San Benito ,504000,  ,  ,  ,  ,15120000
2020,194699,PASTURE RANGE ,71,San Bernardino ,1349000,  ,  ,  ,  ,13489000
2020,194699,PASTURE RANGE ,73,San Diego ,180000,  ,  ,  ,  ,1168000
2020,194699,PASTURE RANGE ,77,San Joaquin ,120000,  ,  ,  ,  ,3600000
2020,194699,PASTURE RANGE ,79,San Luis Obispo ,1012000,  ,  ,  ,  ,10120000
2020,194699,PASTURE RANGE ,81,San Mateo ,26900,  ,  ,  ,  ,644000
2020,194699,PASTURE RANGE ,83,Santa Barbara ,568000,  ,  ,  ,  ,6079000
2020,194699,PASTURE RANGE ,85,Santa Clara ,248000,  ,  ,  ,  ,3219000
2020,194699,PASTURE RANGE ,89,Shasta ,393000,  ,  ,  ,  ,4330000
2020,194699,PASTURE RANGE ,91,Sierra ,46800,  ,  ,  ,  ,937000
2020,194699,PASTURE RANGE ,93,Siskiyou ,445000,  ,  ,  ,  ,1335000
2020,194699,PASTURE RANGE ,95,Solano ,188000,  ,  ,  ,  ,4505000
2020,194699,PASTURE RANGE ,97,Sonoma ,312000,  ,  ,  ,  ,6337000
2020,194699,PASTURE RANGE ,99,Stanislaus ,401000,  ,  ,  ,  ,14419000
2020,194699,PASTURE RANGE ,101,Sutter ,60000,  ,  ,  ,  ,1020000
2020,194699,PASTURE RANGE ,103,Tehama ,914000,  ,  ,  ,  ,9780000
2020,194699,PASTURE RANGE ,107,Tulare ,615000,  ,  ,  ,  ,23124000
2020,194699,PASTURE RANGE ,109,Tuolumne ,333000,  ,  ,  ,,5465000
2020,194699,PASTURE RANGE ,111,Ventura ,197000,  ,  ,  ,  ,127000
2020,194699,PASTURE RANGE ,113,Yolo ,30700,  ,  ,  ,  ,737000
2020,194699,PASTURE RANGE ,115,Yuba ,187000,  ,  ,  ,  ,4116000
2020,194699,PASTURE RANGE ,999, State Totals,16150100,  ,,  ,    ,248977000
2020,212399,PEACHES CLINGSTONE ,19,Fresno ,1870,15.67,29300,476.01,Tons ,13947000
2020,212399,PEACHES CLINGSTONE ,31,Kings ,1070,17.85,19100,501.31,Tons ,9575000
2020,212399,PEACHES CLINGSTONE ,39,Madera ,450,18.13,8160,487.99,Tons ,3982000
2020,212399,PEACHES CLINGSTONE ,47,Merced ,1390,12.66,17600,495.23,Tons ,8716000
2020,212399,PEACHES CLINGSTONE ,77,San Joaquin ,1090,13.03,14200,478.8,Tons ,6799000
2020,212399,PEACHES CLINGSTONE ,99,Stanislaus ,2520,16.9,42600,488,Tons ,20789000
2020,212399,PEACHES CLINGSTONE ,101,Sutter ,7620,14.17,108000,476.04,Tons ,51412000
2020,212399,PEACHES CLINGSTONE ,107,Tulare ,1140,16.67,19000,590,Tons ,11210000
2020,212399,PEACHES CLINGSTONE ,115,Yuba ,2190,15.07,33000,488.64,Tons ,16125000
2020,212399,PEACHES CLINGSTONE ,999, State Totals,19340,15.04,290960,489.95,Tons ,142555000
2020,212199,PEACHES FREESTONE ,19,Fresno ,15600,10.38,162000,1488,Tons ,241056000
2020,212199,PEACHES FREESTONE ,31,Kings ,1700,11.82,20100,1337.91,Tons ,26892000
2020,212199,PEACHES FREESTONE ,39,Madera ,240,17.13,4110,496.11,Tons ,2039000
2020,212199,PEACHES FREESTONE ,47,Merced ,1580,15,23700,394.56,Tons ,9351000
2020,212199,PEACHES FREESTONE ,77,San Joaquin ,587,17.04,10000,458.9,Tons ,4589000
2020,212199,PEACHES FREESTONE ,99,Stanislaus ,875,10.06,8800,1250,Tons ,11000000
2020,212199,PEACHES FREESTONE ,107,Tulare ,10800,10.37,112000,1435.28,Tons ,160751000
2020,212199,PEACHES FREESTONE ,999, State Totals,31382,10.86,340710,1337.44,Tons ,455678000
2020,212999,PEACHES UNSPECIFIED ,7,Butte ,1440,15.97,23000,495.17,Tons ,11389000
2020,212999,PEACHES UNSPECIFIED ,13,Contra Costa ,123,4.61,567,3119.93,Tons ,1769000
